"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 26 12:06:22 UTC 2025","Sun Oct 26 12:06:22 UTC 2025","195","","Integration Tests","Authentication Service","Eventity.Tests.Integration.AuthServiceIntegrationTests","Eventity.Tests.Integration.AuthServiceIntegrationTests.RegisterUser_ShouldCreateUserAndReturnToken","Eventity.Tests.Integration.AuthServiceIntegrationTests.RegisterUser_ShouldCreateUserAndReturnToken",""
"passed","Sun Oct 26 12:06:12 UTC 2025","Sun Oct 26 12:06:12 UTC 2025","1","","","","Eventity.UnitTests.DalUnitTests.ConvertersUnitTests.ParticipationConverterTests","Eventity.UnitTests.DalUnitTests.ConvertersUnitTests.ParticipationConverterTests.ToDomain_WhenValidParticipationDb_ReturnsParticipation","Eventity.UnitTests.DalUnitTests.ConvertersUnitTests.ParticipationConverterTests.ToDomain_WhenValidParticipationDb_ReturnsParticipation",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","3","","ParticipationServiceSuccess","","Eventity.Tests.Services.ParticipationServiceTests","Eventity.Tests.Services.ParticipationServiceTests.UpdateParticipation_ShouldReturnUpdatedParticipation_WhenParticipationExists","Eventity.Tests.Services.ParticipationServiceTests.UpdateParticipation_ShouldReturnUpdatedParticipation_WhenParticipationExists",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","12","","NotificationServiceSuccess","","Eventity.Tests.Services.NotificationServiceTests","Eventity.Tests.Services.NotificationServiceTests.UpdateNotification_ShouldUpdateFields","Eventity.Tests.Services.NotificationServiceTests.UpdateNotification_ShouldUpdateFields",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","7","","ParticipationServiceSuccess","","Eventity.Tests.Services.ParticipationServiceTests","Eventity.Tests.Services.ParticipationServiceTests.GetAllLeftParticipantsByEventId_ShouldReturnLeftParticipants_WhenLeftParticipantsExist","Eventity.Tests.Services.ParticipationServiceTests.GetAllLeftParticipantsByEventId_ShouldReturnLeftParticipants_WhenLeftParticipantsExist",""
"passed","Sun Oct 26 12:06:12 UTC 2025","Sun Oct 26 12:06:12 UTC 2025","4","","","","Eventity.UnitTests.DalUnitTests.ConvertersUnitTests.EventConverterTests","Eventity.UnitTests.DalUnitTests.ConvertersUnitTests.EventConverterTests.ToDomain_WhenValidEventDb_ReturnsEvent","Eventity.UnitTests.DalUnitTests.ConvertersUnitTests.EventConverterTests.ToDomain_WhenValidEventDb_ReturnsEvent",""
"passed","Sun Oct 26 12:06:12 UTC 2025","Sun Oct 26 12:06:12 UTC 2025","189","","","","Eventity.DataAccess.Tests.Repositories.UserRepositoryTests","Eventity.DataAccess.Tests.Repositories.UserRepositoryTests.GetByIdAsync_ShouldReturnUser_WhenUserExists","Eventity.DataAccess.Tests.Repositories.UserRepositoryTests.GetByIdAsync_ShouldReturnUser_WhenUserExists",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","2","","ParticipationServiceError","","Eventity.Tests.Services.ParticipationServiceTests","Eventity.Tests.Services.ParticipationServiceTests.ChangeParticipationStatus_ShouldThrowParticipationServiceException_WhenParticipationNotFound","Eventity.Tests.Services.ParticipationServiceTests.ChangeParticipationStatus_ShouldThrowParticipationServiceException_WhenParticipationNotFound",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:12 UTC 2025","819","","","","Eventity.DataAccess.Tests.Repositories.UserRepositoryTests","Eventity.DataAccess.Tests.Repositories.UserRepositoryTests.AddAsync_ShouldAddUser","Eventity.DataAccess.Tests.Repositories.UserRepositoryTests.AddAsync_ShouldAddUser",""
"passed","Sun Oct 26 12:06:12 UTC 2025","Sun Oct 26 12:06:12 UTC 2025","2","","","","Eventity.DataAccess.Tests.Repositories.ParticipationRepositoryTests","Eventity.DataAccess.Tests.Repositories.ParticipationRepositoryTests.AddAsync_ShouldAddParticipation","Eventity.DataAccess.Tests.Repositories.ParticipationRepositoryTests.AddAsync_ShouldAddParticipation",""
"passed","Sun Oct 26 12:06:12 UTC 2025","Sun Oct 26 12:06:12 UTC 2025","0","","","","Eventity.UnitTests.DalUnitTests.ConvertersUnitTests.ParticipationConverterTests","Eventity.UnitTests.DalUnitTests.ConvertersUnitTests.ParticipationConverterTests.ToDb_WithCustomParameters_ConvertsCorrectly","Eventity.UnitTests.DalUnitTests.ConvertersUnitTests.ParticipationConverterTests.ToDb_WithCustomParameters_ConvertsCorrectly",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","2","","NotificationServiceSuccess","","Eventity.Tests.Services.NotificationServiceTests","Eventity.Tests.Services.NotificationServiceTests.GetNotificationByParticipationId_ShouldReturnNotification","Eventity.Tests.Services.NotificationServiceTests.GetNotificationByParticipationId_ShouldReturnNotification",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","4","","ParticipationServiceError","","Eventity.Tests.Services.ParticipationServiceTests","Eventity.Tests.Services.ParticipationServiceTests.ChangeParticipationRole_ShouldThrowParticipationServiceException_WhenParticipationNotFound","Eventity.Tests.Services.ParticipationServiceTests.ChangeParticipationRole_ShouldThrowParticipationServiceException_WhenParticipationNotFound",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","3","","NotificationServiceError","","Eventity.Tests.Services.NotificationServiceTests","Eventity.Tests.Services.NotificationServiceTests.AddNotification_ShouldThrow_WhenParticipationNotFound","Eventity.Tests.Services.NotificationServiceTests.AddNotification_ShouldThrow_WhenParticipationNotFound",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","4","","ParticipationServiceSuccess","","Eventity.Tests.Services.ParticipationServiceTests","Eventity.Tests.Services.ParticipationServiceTests.GetUserParticipationInfoByUserId_ShouldReturnEmpty_WhenNoAcceptedParticipations","Eventity.Tests.Services.ParticipationServiceTests.GetUserParticipationInfoByUserId_ShouldReturnEmpty_WhenNoAcceptedParticipations",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","3","","AuthServiceSuccess","","Eventity.Tests.Services.AuthServiceTests","Eventity.Tests.Services.AuthServiceTests.AuthenticateUser_ValidCredentials_ReturnsAuthResult","Eventity.Tests.Services.AuthServiceTests.AuthenticateUser_ValidCredentials_ReturnsAuthResult",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","3","","ParticipationServiceError","","Eventity.Tests.Services.ParticipationServiceTests","Eventity.Tests.Services.ParticipationServiceTests.GetParticipationsByEventId_ShouldThrowParticipationServiceException_WhenNoParticipationsFound","Eventity.Tests.Services.ParticipationServiceTests.GetParticipationsByEventId_ShouldThrowParticipationServiceException_WhenNoParticipationsFound",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","5","","EventServiceSuccess","","Eventity.Tests.Services.EventServiceTests","Eventity.Tests.Services.EventServiceTests.GetAllEvents_Should_Return_List_If_Any","Eventity.Tests.Services.EventServiceTests.GetAllEvents_Should_Return_List_If_Any",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","3","","UserServiceError","","Eventity.Tests.Services.UserServiceTests","Eventity.Tests.Services.UserServiceTests.AddUser_ShouldThrowUserServiceException_WhenRepositoryFails","Eventity.Tests.Services.UserServiceTests.AddUser_ShouldThrowUserServiceException_WhenRepositoryFails",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","74","","NotificationServiceError","","Eventity.Tests.Services.NotificationServiceTests","Eventity.Tests.Services.NotificationServiceTests.UpdateNotification_ShouldThrow_WhenNotFound","Eventity.Tests.Services.NotificationServiceTests.UpdateNotification_ShouldThrow_WhenNotFound",""
"passed","Sun Oct 26 12:06:12 UTC 2025","Sun Oct 26 12:06:12 UTC 2025","87","","","","Eventity.DataAccess.Tests.Repositories.NotificationRepositoryTests","Eventity.DataAccess.Tests.Repositories.NotificationRepositoryTests.RemoveAsync_ShouldDeleteNotificationFromDatabase","Eventity.DataAccess.Tests.Repositories.NotificationRepositoryTests.RemoveAsync_ShouldDeleteNotificationFromDatabase",""
"passed","Sun Oct 26 12:06:12 UTC 2025","Sun Oct 26 12:06:12 UTC 2025","8","","","","Eventity.DataAccess.Tests.Repositories.ParticipationRepositoryTests","Eventity.DataAccess.Tests.Repositories.ParticipationRepositoryTests.UpdateAsync_ShouldUpdateParticipation","Eventity.DataAccess.Tests.Repositories.ParticipationRepositoryTests.UpdateAsync_ShouldUpdateParticipation",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","2","","UserServiceError","","Eventity.Tests.Services.UserServiceTests","Eventity.Tests.Services.UserServiceTests.UpdateUser_ShouldThrowUserServiceException_WhenRepositoryFails","Eventity.Tests.Services.UserServiceTests.UpdateUser_ShouldThrowUserServiceException_WhenRepositoryFails",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","4","","ParticipationServiceError","","Eventity.Tests.Services.ParticipationServiceTests","Eventity.Tests.Services.ParticipationServiceTests.AddParticipation_ShouldThrowParticipationServiceException_WhenRepositoryFails","Eventity.Tests.Services.ParticipationServiceTests.AddParticipation_ShouldThrowParticipationServiceException_WhenRepositoryFails",""
"passed","Sun Oct 26 12:06:12 UTC 2025","Sun Oct 26 12:06:12 UTC 2025","3","","","","Eventity.DataAccess.Tests.Repositories.ParticipationRepositoryTests","Eventity.DataAccess.Tests.Repositories.ParticipationRepositoryTests.GetByIdAsync_ShouldReturnParticipation_WhenExist","Eventity.DataAccess.Tests.Repositories.ParticipationRepositoryTests.GetByIdAsync_ShouldReturnParticipation_WhenExist",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","11","","UserServiceError","","Eventity.Tests.Services.UserServiceTests","Eventity.Tests.Services.UserServiceTests.GetUserById_ShouldThrowUserServiceException_WhenRepositoryFails","Eventity.Tests.Services.UserServiceTests.GetUserById_ShouldThrowUserServiceException_WhenRepositoryFails",""
"passed","Sun Oct 26 12:06:12 UTC 2025","Sun Oct 26 12:06:12 UTC 2025","3","","","","Eventity.UnitTests.DalUnitTests.ConvertersUnitTests.EventConverterTests","Eventity.UnitTests.DalUnitTests.ConvertersUnitTests.EventConverterTests.ToDb_WhenNullEvent_ThrowsArgumentNullException","Eventity.UnitTests.DalUnitTests.ConvertersUnitTests.EventConverterTests.ToDb_WhenNullEvent_ThrowsArgumentNullException",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","4","","NotificationServiceError","","Eventity.Tests.Services.NotificationServiceTests","Eventity.Tests.Services.NotificationServiceTests.GetNotificationByParticipationId_ShouldThrow_WhenNotFound","Eventity.Tests.Services.NotificationServiceTests.GetNotificationByParticipationId_ShouldThrow_WhenNotFound",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","4","","AuthServiceError","","Eventity.Tests.Services.AuthServiceTests","Eventity.Tests.Services.AuthServiceTests.AuthenticateUser_UserNotFound_ThrowsUserNotFoundException","Eventity.Tests.Services.AuthServiceTests.AuthenticateUser_UserNotFound_ThrowsUserNotFoundException",""
"passed","Sun Oct 26 12:06:12 UTC 2025","Sun Oct 26 12:06:12 UTC 2025","5","","","","Eventity.DataAccess.Tests.Repositories.NotificationRepositoryTests","Eventity.DataAccess.Tests.Repositories.NotificationRepositoryTests.GetByIdAsync_ShouldReturnNotification_WhenExists","Eventity.DataAccess.Tests.Repositories.NotificationRepositoryTests.GetByIdAsync_ShouldReturnNotification_WhenExists",""
"passed","Sun Oct 26 12:06:29 UTC 2025","Sun Oct 26 12:06:31 UTC 2025","2041","","","","Eventity.Tests.E2E.E2ETests","Eventity.Tests.E2E.E2ETests.CompleteEventScenario_ShouldWorkEndToEnd","Eventity.Tests.E2E.E2ETests.CompleteEventScenario_ShouldWorkEndToEnd",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","4","","NotificationServiceSuccess","","Eventity.Tests.Services.NotificationServiceTests","Eventity.Tests.Services.NotificationServiceTests.GetNotificationById_ShouldReturnNotification_WhenFound","Eventity.Tests.Services.NotificationServiceTests.GetNotificationById_ShouldReturnNotification_WhenFound",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","4","","ParticipationServiceError","","Eventity.Tests.Services.ParticipationServiceTests","Eventity.Tests.Services.ParticipationServiceTests.GetParticipationsByUserId_ShouldThrowParticipationServiceException_WhenNoParticipationsFound","Eventity.Tests.Services.ParticipationServiceTests.GetParticipationsByUserId_ShouldThrowParticipationServiceException_WhenNoParticipationsFound",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","4","","AuthServiceError","","Eventity.Tests.Services.AuthServiceTests","Eventity.Tests.Services.AuthServiceTests.RegisterUser_UserAlreadyExists_ThrowsUserAlreadyExistsException","Eventity.Tests.Services.AuthServiceTests.RegisterUser_UserAlreadyExists_ThrowsUserAlreadyExistsException",""
"passed","Sun Oct 26 12:06:12 UTC 2025","Sun Oct 26 12:06:12 UTC 2025","0","","","","Eventity.UnitTests.DalUnitTests.ConvertersUnitTests.ParticipationConverterTests","Eventity.UnitTests.DalUnitTests.ConvertersUnitTests.ParticipationConverterTests.ToDb_WhenNullParticipation_ThrowsNullReferenceException","Eventity.UnitTests.DalUnitTests.ConvertersUnitTests.ParticipationConverterTests.ToDb_WhenNullParticipation_ThrowsNullReferenceException",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","4","","ParticipationServiceError","","Eventity.Tests.Services.ParticipationServiceTests","Eventity.Tests.Services.ParticipationServiceTests.GetOrganizerByEventId_ShouldThrowParticipationServiceException_WhenNoOrganizerFound","Eventity.Tests.Services.ParticipationServiceTests.GetOrganizerByEventId_ShouldThrowParticipationServiceException_WhenNoOrganizerFound",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","17","","EventServiceSuccess","","Eventity.Tests.Services.EventServiceTests","Eventity.Tests.Services.EventServiceTests.GetEventById_Should_Return_Event_If_Exists","Eventity.Tests.Services.EventServiceTests.GetEventById_Should_Return_Event_If_Exists",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","3","","AuthServiceSuccess","","Eventity.Tests.Services.AuthServiceTests","Eventity.Tests.Services.AuthServiceTests.AuthenticateUser_AdminUser_ReturnsAuthResultWithAdminRole","Eventity.Tests.Services.AuthServiceTests.AuthenticateUser_AdminUser_ReturnsAuthResultWithAdminRole",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","5","","ParticipationServiceSuccess","","Eventity.Tests.Services.ParticipationServiceTests","Eventity.Tests.Services.ParticipationServiceTests.GetOrganizerByEventId_ShouldReturnOrganizer_WhenOrganizerExists","Eventity.Tests.Services.ParticipationServiceTests.GetOrganizerByEventId_ShouldReturnOrganizer_WhenOrganizerExists",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","3","","UserServiceError","","Eventity.Tests.Services.UserServiceTests","Eventity.Tests.Services.UserServiceTests.GetUserById_ShouldThrowUserServiceException_WhenUserNotFound","Eventity.Tests.Services.UserServiceTests.GetUserById_ShouldThrowUserServiceException_WhenUserNotFound",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","5","","NotificationServiceSuccess","","Eventity.Tests.Services.NotificationServiceTests","Eventity.Tests.Services.NotificationServiceTests.GetAllNotifications_ShouldReturnList_WhenFound","Eventity.Tests.Services.NotificationServiceTests.GetAllNotifications_ShouldReturnList_WhenFound",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","8","","UserServiceError","","Eventity.Tests.Services.UserServiceTests","Eventity.Tests.Services.UserServiceTests.RemoveUser_ShouldThrowUserServiceException_WhenRepositoryFails","Eventity.Tests.Services.UserServiceTests.RemoveUser_ShouldThrowUserServiceException_WhenRepositoryFails",""
"passed","Sun Oct 26 12:06:22 UTC 2025","Sun Oct 26 12:06:22 UTC 2025","580","","Integration Tests","Participation Service","Eventity.Tests.Integration.ParticipationServiceIntegrationTests","Eventity.Tests.Integration.ParticipationServiceIntegrationTests.UpdateParticipationStatus_ShouldUpdateStatus","Eventity.Tests.Integration.ParticipationServiceIntegrationTests.UpdateParticipationStatus_ShouldUpdateStatus",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","3","","","","Eventity.UnitTests.DalUnitTests.ConvertersUnitTests.UserConverterTests","Eventity.UnitTests.DalUnitTests.ConvertersUnitTests.UserConverterTests.ToDb_WhenValidUser_ReturnsUserDb","Eventity.UnitTests.DalUnitTests.ConvertersUnitTests.UserConverterTests.ToDb_WhenValidUser_ReturnsUserDb",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","4","","NotificationServiceError","","Eventity.Tests.Services.NotificationServiceTests","Eventity.Tests.Services.NotificationServiceTests.RemoveNotification_ShouldThrow_OnError","Eventity.Tests.Services.NotificationServiceTests.RemoveNotification_ShouldThrow_OnError",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","5","","ParticipationServiceSuccess","","Eventity.Tests.Services.ParticipationServiceTests","Eventity.Tests.Services.ParticipationServiceTests.GetAllParticipantsByEventId_ShouldReturnParticipants_WhenParticipantsExist","Eventity.Tests.Services.ParticipationServiceTests.GetAllParticipantsByEventId_ShouldReturnParticipants_WhenParticipantsExist",""
"passed","Sun Oct 26 12:06:12 UTC 2025","Sun Oct 26 12:06:12 UTC 2025","48","","","","Eventity.DataAccess.Tests.Repositories.UserRepositoryTests","Eventity.DataAccess.Tests.Repositories.UserRepositoryTests.RemoveAsync_ShouldRemoveUser_WhenUserExists","Eventity.DataAccess.Tests.Repositories.UserRepositoryTests.RemoveAsync_ShouldRemoveUser_WhenUserExists",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","16","","EventServiceSuccess","","Eventity.Tests.Services.EventServiceTests","Eventity.Tests.Services.EventServiceTests.UpdateEvent_Should_Update_Existing_Event","Eventity.Tests.Services.EventServiceTests.UpdateEvent_Should_Update_Existing_Event",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","5","","ParticipationServiceError","","Eventity.Tests.Services.ParticipationServiceTests","Eventity.Tests.Services.ParticipationServiceTests.GetAllLeftParticipantsByEventId_ShouldThrowParticipationServiceException_WhenNoLeftParticipantsFound","Eventity.Tests.Services.ParticipationServiceTests.GetAllLeftParticipantsByEventId_ShouldThrowParticipationServiceException_WhenNoLeftParticipantsFound",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","8","","EventServiceError","","Eventity.Tests.Services.EventServiceTests","Eventity.Tests.Services.EventServiceTests.UpdateEvent_Should_Throw_If_Access_Denied","Eventity.Tests.Services.EventServiceTests.UpdateEvent_Should_Throw_If_Access_Denied",""
"passed","Sun Oct 26 12:06:12 UTC 2025","Sun Oct 26 12:06:12 UTC 2025","7","","","","Eventity.DataAccess.Tests.Repositories.EventRepositoryTests","Eventity.DataAccess.Tests.Repositories.EventRepositoryTests.AddAsync_ShouldSaveEvent","Eventity.DataAccess.Tests.Repositories.EventRepositoryTests.AddAsync_ShouldSaveEvent",""
"passed","Sun Oct 26 12:06:19 UTC 2025","Sun Oct 26 12:06:22 UTC 2025","2917","","Integration Tests","Event Service","Eventity.Tests.Integration.EventServiceIntegrationTests","Eventity.Tests.Integration.EventServiceIntegrationTests.CreateEvent_ShouldCreateEventAndOrganizerParticipation","Eventity.Tests.Integration.EventServiceIntegrationTests.CreateEvent_ShouldCreateEventAndOrganizerParticipation",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","2","","UserServiceSuccess","","Eventity.Tests.Services.UserServiceTests","Eventity.Tests.Services.UserServiceTests.GetUserById_ShouldReturnUser_WhenUserExists","Eventity.Tests.Services.UserServiceTests.GetUserById_ShouldReturnUser_WhenUserExists",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","1","","","","Eventity.UnitTests.DalUnitTests.ConvertersUnitTests.UserConverterTests","Eventity.UnitTests.DalUnitTests.ConvertersUnitTests.UserConverterTests.ToDomain_WhenValidUserDb_ReturnsUser","Eventity.UnitTests.DalUnitTests.ConvertersUnitTests.UserConverterTests.ToDomain_WhenValidUserDb_ReturnsUser",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","92","","EventServiceError","","Eventity.Tests.Services.EventServiceTests","Eventity.Tests.Services.EventServiceTests.RemoveEvent_Should_Throw_On_Exception","Eventity.Tests.Services.EventServiceTests.RemoveEvent_Should_Throw_On_Exception",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","2","","AuthServiceError","","Eventity.Tests.Services.AuthServiceTests","Eventity.Tests.Services.AuthServiceTests.AuthenticateUser_InvalidPassword_ThrowsInvalidPasswordException","Eventity.Tests.Services.AuthServiceTests.AuthenticateUser_InvalidPassword_ThrowsInvalidPasswordException",""
"passed","Sun Oct 26 12:06:19 UTC 2025","Sun Oct 26 12:06:22 UTC 2025","2928","","Integration Tests","Event Invitation Flow","Eventity.Tests.Integration.CreateInviteSentIntegrationTests","Eventity.Tests.Integration.CreateInviteSentIntegrationTests.CreateInviteSent_ShouldWorkCorrectly","Eventity.Tests.Integration.CreateInviteSentIntegrationTests.CreateInviteSent_ShouldWorkCorrectly",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:11 UTC 2025","2","","ParticipationServiceError","","Eventity.Tests.Services.ParticipationServiceTests","Eventity.Tests.Services.ParticipationServiceTests.GetParticipationById_ShouldThrowParticipationServiceException_WhenParticipationNotFound","Eventity.Tests.Services.ParticipationServiceTests.GetParticipationById_ShouldThrowParticipationServiceException_WhenParticipationNotFound",""
"passed","Sun Oct 26 12:06:12 UTC 2025","Sun Oct 26 12:06:12 UTC 2025","2","","","","Eventity.UnitTests.DalUnitTests.ConvertersUnitTests.NotificationConverterTests","Eventity.UnitTests.DalUnitTests.ConvertersUnitTests.NotificationConverterTests.ToDomain_WhenValidNotificationDb_ReturnsNotification","Eventity.UnitTests.DalUnitTests.ConvertersUnitTests.NotificationConverterTests.ToDomain_WhenValidNotificationDb_ReturnsNotification",""
"passed","Sun Oct 26 12:06:11 UTC 2025","Sun Oct 26 12:06:12 UTC 2025","894","","","","Eventity.DataAccess.Tests.Repositories.ParticipationRepositoryTests","Eventity.DataAccess.Tests.Repositories.ParticipationRepositoryTests.AddAsync_ShouldSaveOrganizerParticipation","Eventity.DataAccess.Tests.Repositories.ParticipationRepositoryTests.AddAsync_ShouldSaveOrganizerParticipation",""
